;Title, http://www.gcdataconcepts.com, x2-2,Kionix KXRB5-2050
;Version, 1102, Build date, Oct  6 2015,  SN:CCDC10023F56AE8
;Start_time, 2018-02-09, 08:21:42.830
;Temperature, -999.00, deg C,  Vbat, 4222, mv
;Gain, high
;SampleRate, 64,Hz
;Deadband, 0, counts
;DeadbandTimeout, 0,sec
;Headers, time,Ax,Ay,Az
13.149688,-7834,-11615,-13103
13.165313,-7792,-11601,-13029
13.180938,-7773,-11571,-12992
13.196563,-7746,-11574,-13067
13.212188,-7698,-11562,-13054
13.227813,-7723,-11562,-13045
13.243438,-7710,-11546,-13095
13.259063,-7682,-11505,-13088
13.274688,-7728,-11501,-13028
13.290313,-7744,-11462,-13076
13.305938,-7723,-11428,-13129
13.321563,-7757,-11428,-13029
13.337188,-7787,-11392,-13013
13.352813,-7744,-11380,-13076
13.368438,-7759,-11385,-13011
13.384063,-7805,-11363,-13010
13.399688,-7803,-11346,-13119
13.415313,-7864,-11333,-13115
13.430938,-7909,-11326,-13101
13.446563,-7921,-11331,-13181
13.462188,-7905,-11335,-13142
13.477813,-7846,-11356,-13045
13.493438,-7851,-11380,-13024
13.509063,-7876,-11367,-12963
13.524688,-7864,-11376,-12917
13.540313,-7880,-11415,-12988
13.555938,-7912,-11456,-13067
13.571563,-7914,-11496,-13054
13.587188,-7964,-11517,-13113
13.602813,-8026,-11556,-13167
13.618438,-8008,-11592,-13086
13.634063,-8007,-11580,-13065
13.649688,-8037,-11572,-13092
13.665313,-8042,-11588,-13058
13.680938,-8021,-11608,-13051
13.696563,-8007,-11617,-13092
13.712188,-8005,-11633,-13085
13.727813,-7960,-11676,-13053
13.743438,-7923,-11708,-13065
13.759063,-7941,-11703,-13044
13.774688,-7932,-11685,-13008
13.790313,-7894,-11694,-13031
13.805938,-7901,-11704,-13061
13.821563,-7919,-11690,-13051
13.837188,-7894,-11703,-13065
13.852813,-7871,-11715,-13133
13.868438,-7871,-11690,-13101
13.884063,-7828,-11665,-13063
13.899688,-7821,-11646,-13069
13.915313,-7816,-11615,-13045
13.930938,-7762,-11590,-13036
13.946563,-7778,-11569,-13042
13.962188,-7742,-11562,-13090
13.977813,-7707,-11581,-13083
13.993438,-7735,-11583,-13051
14.009063,-7710,-11537,-13129
14.024688,-7717,-11494,-13085
14.040313,-7748,-11471,-13006
14.055938,-7714,-11442,-13122
14.071563,-7719,-11426,-13086
14.087188,-7784,-11415,-13017
14.102813,-7751,-11403,-13106
14.118438,-7742,-11390,-13058
14.134063,-7800,-11369,-12999
14.149688,-7776,-11355,-13065
14.165313,-7812,-11338,-13085
14.180938,-7891,-11328,-13106
14.196563,-7914,-11338,-13179
14.212188,-7880,-11349,-13158
14.227813,-7819,-11362,-13088
14.243438,-7842,-11365,-13042
14.259063,-7884,-11351,-12976
14.274688,-7864,-11356,-12935
14.290313,-7873,-11388,-12954
14.305938,-7914,-11440,-13020
14.321563,-7909,-11476,-13058
14.337188,-7941,-11508,-13110
14.352813,-8021,-11563,-13165
14.368438,-8028,-11596,-13111
14.384063,-8041,-11583,-13101
14.399688,-8075,-11563,-13086
14.415313,-8048,-11565,-13035
14.430938,-8026,-11576,-13072
14.446563,-8026,-11588,-13074
14.462188,-8003,-11615,-13051
14.477813,-7969,-11669,-13083
14.493438,-7964,-11706,-13090
14.509063,-7973,-11704,-13058
14.524688,-7950,-11694,-13028
14.540313,-7925,-11696,-13036
14.555938,-7926,-11694,-13054
14.571563,-7921,-11690,-13029
14.587188,-7907,-11706,-13060
14.602813,-7880,-11719,-13108
14.618438,-7851,-11713,-13069
14.634063,-7866,-11692,-13069
14.649688,-7842,-11662,-13104
14.665313,-7810,-11640,-13053
14.680938,-7805,-11608,-13026
14.696563,-7775,-11590,-13078
14.712188,-7759,-11581,-13049
14.727813,-7734,-11574,-13029
14.743438,-7716,-11571,-13104
14.759063,-7714,-11544,-13099
14.774688,-7732,-11528,-13042
14.790313,-7750,-11508,-13072
14.805938,-7712,-11481,-13111
14.821563,-7730,-11474,-13051
14.837188,-7775,-11442,-13042
14.852813,-7710,-11419,-13101
14.868438,-7714,-11421,-13017
14.884063,-7801,-11390,-12997
14.899688,-7773,-11362,-13083
14.915313,-7800,-11360,-13072
14.930938,-7903,-11340,-13086
14.946563,-7910,-11337,-13181
14.962188,-7916,-11360,-13176
14.977813,-7878,-11365,-13103
14.993438,-7789,-11387,-13086
15.009063,-7834,-11387,-13022
15.024688,-7900,-11355,-12963
15.040313,-7878,-11380,-12954
15.055938,-7894,-11431,-13001
15.071563,-7921,-11458,-13033
15.087188,-7926,-11494,-13026
15.102813,-7975,-11531,-13119
15.118438,-8019,-11544,-13119
15.134063,-8025,-11578,-13056
15.149688,-8041,-11610,-13108
15.165313,-8060,-11601,-13108
15.180938,-8066,-11601,-13110
15.196563,-8064,-11615,-13140
15.212188,-8026,-11617,-13058
15.227813,-7969,-11640,-13008
15.243438,-7937,-11678,-13058
15.259063,-7950,-11678,-13049
15.274688,-7964,-11685,-13026
15.290313,-7941,-11706,-13031
15.305938,-7928,-11722,-13040
15.321563,-7930,-11731,-13081
15.337188,-7912,-11724,-13104
15.352813,-7907,-11724,-13129
15.368438,-7903,-11719,-13097
15.384063,-7884,-11690,-13058
15.399688,-7862,-11658,-13101
15.415313,-7826,-11637,-13042
15.430938,-7807,-11624,-13017
15.446563,-7784,-11613,-13088
15.462188,-7759,-11596,-13067
15.477813,-7732,-11585,-13076
15.493438,-7709,-11578,-13110
15.509063,-7742,-11558,-13036
15.524688,-7771,-11547,-13011
15.540313,-7732,-11535,-13083
15.555938,-7712,-11496,-13104
15.571563,-7739,-11451,-13086
15.587188,-7755,-11437,-13081
15.602813,-7742,-11437,-13058
15.618438,-7730,-11415,-13042
15.634063,-7760,-11380,-13054
15.649688,-7828,-11356,-13031
15.665313,-7823,-11349,-13036
15.680938,-7809,-11355,-13072
15.696563,-7871,-11363,-13122
15.712188,-7907,-11362,-13174
15.727813,-7910,-11376,-13144
15.743438,-7887,-11396,-13119
15.759063,-7873,-11378,-13054
15.774688,-7859,-11363,-12985
15.790313,-7841,-11374,-13004
15.805938,-7901,-11397,-12990
15.821563,-7939,-11442,-12981
15.837188,-7926,-11485,-13053
15.852813,-7944,-11524,-13124
15.868438,-7969,-11551,-13133
15.884063,-8046,-11524,-13108
15.899688,-8219,-11422,-13058
15.915313,-8317,-11306,-13044
15.930938,-8266,-11267,-13120
15.946563,-8175,-11228,-13188
15.962188,-8091,-11146,-13167
15.977813,-7991,-11113,-13094
15.993438,-7898,-11083,-13015
16.009063,-7855,-11006,-12967
16.024688,-7807,-10935,-12979
16.040313,-7784,-10881,-13010
16.055938,-7766,-10853,-13036
16.071563,-7687,-10814,-13072
16.087310,-7642,-10765,-13138
16.102935,-7601,-10712,-13178
16.118560,-7505,-10617,-13126
16.134185,-7448,-10510,-13103
16.149810,-7382,-10410,-13070
16.165435,-7271,-10299,-13028
16.181060,-7239,-10205,-13029
16.196685,-7214,-10146,-13044
16.212310,-7112,-10083,-13070
16.227935,-7051,-10024,-13079
16.243560,-6980,-9955,-13131
16.259185,-6901,-9856,-13144
16.274810,-6921,-9787,-13042
16.290435,-6891,-9726,-13060
16.306060,-6789,-9651,-13151
16.321685,-6759,-9571,-13122
16.337310,-6723,-9469,-13135
16.352935,-6643,-9380,-13174
16.368560,-6643,-9303,-13047
16.384185,-6659,-9201,-12979
16.399810,-6562,-9112,-13076
16.415435,-6544,-9057,-13029
16.431060,-6578,-9012,-13047
16.446685,-6512,-8964,-13219
16.462310,-6507,-8901,-13181
16.477935,-6519,-8826,-13153
16.493560,-6466,-8733,-13242
16.509185,-6393,-8628,-13135
16.524810,-6359,-8550,-13020
16.540435,-6296,-8494,-13053
16.556060,-6205,-8464,-13036
16.571685,-6228,-8442,-13019
16.587310,-6235,-8410,-13054
16.602935,-6191,-8410,-13103
16.618560,-6155,-8392,-13111
16.634185,-6143,-8321,-13104
16.649810,-6162,-8283,-13138
16.665435,-6153,-8258,-13104
16.681060,-6123,-8221,-13085
16.696685,-6087,-8180,-13153
16.712310,-6053,-8119,-13154
16.727935,-6002,-8057,-13126
16.743560,-5969,-7998,-13138
16.759185,-5977,-7959,-13079
16.774810,-5932,-7932,-13049
16.790435,-5875,-7894,-13138
16.806060,-5836,-7875,-13156
16.821685,-5739,-7857,-13119
16.837310,-5671,-7832,-13144
16.852935,-5646,-7814,-13129
16.868560,-5580,-7748,-13088
16.884185,-5546,-7651,-13090
16.899810,-5511,-7600,-13067
16.915435,-5427,-7571,-13045
16.931060,-5407,-7546,-13099
16.946685,-5373,-7519,-13138
16.962310,-5316,-7475,-13144
16.977935,-5300,-7444,-13153
16.993560,-5227,-7394,-13163
17.009185,-5161,-7307,-13156
17.024810,-5127,-7237,-13110
17.040435,-5093,-7176,-13108
17.056060,-5059,-7089,-13110
17.071685,-4966,-7028,-13074
17.087188,-4934,-6987,-13124
17.102813,-4891,-6943,-13172
17.118438,-4821,-6880,-13092
17.134063,-4809,-6800,-13092
17.149688,-4768,-6743,-13135
17.165313,-4752,-6684,-13054
17.180938,-4718,-6618,-13126
17.196563,-4637,-6555,-13247
17.212188,-4605,-6500,-13135
17.227813,-4600,-6448,-13108
17.243438,-4509,-6380,-13220
17.259063,-4486,-6300,-13113
17.274688,-4532,-6235,-13031
17.290313,-4437,-6169,-13145
17.305938,-4405,-6109,-13078
17.321563,-4454,-6073,-13033
17.337188,-4416,-6037,-13170
17.352813,-4389,-5996,-13176
17.368438,-4398,-5919,-13169
17.384063,-4375,-5827,-13183
17.399688,-4371,-5769,-13154
17.415313,-4321,-5725,-13144
17.430938,-4239,-5675,-13124
17.446563,-4246,-5657,-13140
17.462188,-4214,-5634,-13133
17.477813,-4166,-5584,-13095
17.493438,-4171,-5566,-13129
17.509063,-4163,-5516,-13119
17.524688,-4168,-5455,-13056
17.540313,-4138,-5437,-13113
17.555938,-4118,-5398,-13115
17.571563,-4125,-5382,-13119
17.587188,-4082,-5384,-13190
17.602813,-4071,-5348,-13170
17.618438,-4050,-5303,-13138
17.634063,-4032,-5252,-13113
17.649688,-4041,-5203,-13133
17.665313,-4032,-5177,-13126
17.680938,-4018,-5171,-13153
17.696563,-4011,-5150,-13183
17.712188,-3996,-5111,-13160
17.727813,-3934,-5095,-13192
17.743438,-3884,-5059,-13144
17.759063,-3855,-5009,-13113
17.774688,-3813,-4978,-13111
17.790313,-3788,-4978,-13104
17.805938,-3764,-4978,-13174
17.821563,-3745,-4945,-13147
17.837188,-3723,-4937,-13179
17.852813,-3673,-4916,-13203
17.868438,-3611,-4857,-13090
17.884063,-3580,-4866,-13160
17.899688,-3602,-4743,-13053
17.915313,-3564,-4591,-12842
17.930938,-3530,-4637,-13090
17.946563,-3593,-4598,-13208
17.962188,-3577,-4525,-13186
17.977813,-3538,-4552,-13419
17.993438,-3522,-4471,-13331
18.009063,-3480,-4211,-13026
18.024688,-3527,-3816,-12803
18.040313,-3684,-3463,-12622
18.055938,-3839,-3286,-12867
18.071563,-3889,-3195,-13386
18.087188,-3854,-3166,-13801
18.102813,-3813,-3025,-13929
18.118438,-3734,-2586,-13617
18.134063,-3688,-1997,-13153
18.149688,-3552,-1452,-12926
18.165313,-3588,-1186,-12961
18.180938,-3773,-1115,-13040
18.196563,-3173,-899,-12986
18.212188,-2700,-590,-12729
18.227813,-2907,-222,-12701
18.243438,-3114,162,-13083
18.259063,-3382,392,-13510
18.274688,-3513,594,-13802
18.290313,-3380,794,-13774
18.305938,-3027,917,-13570
18.321563,-2604,1090,-13210
18.337188,-2313,1283,-12703
18.352813,-2181,1383,-12678
18.368438,-2020,1208,-13045
18.384063,-1618,733,-13426
18.399688,-1129,364,-13842
18.415313,-856,266,-13713
18.430938,-702,248,-13142
18.446563,-204,189,-12958
18.462188,249,144,-12863
18.477813,203,203,-12706
18.493438,105,228,-13040
18.509063,-58,169,-13295
18.524688,-175,57,-13249
18.540313,-124,-17,-13544
18.555938,-152,33,-13478
18.571563,-58,42,-13145
18.587188,201,-18,-13210
18.602813,376,-102,-12999
18.618438,482,-181,-12926
18.634063,410,-165,-13188
18.649688,210,-118,-13040
18.665313,326,-58,-13006
18.680938,469,-34,-13197
18.696563,298,-127,-13204
18.712188,266,-259,-13435
18.727813,376,-363,-13660
18.743438,294,-383,-13510
18.759063,257,-263,-13360
18.774688,337,-67,-13110
18.790313,255,62,-12804
18.805938,257,73,-12810
18.821563,335,-4,-12974
18.837188,223,-120,-13197
18.852813,239,-236,-13461
18.868438,260,-283,-13519
18.884063,144,-211,-13399
18.899688,207,-106,-13311
18.915313,249,-50,-13113
18.930938,198,-40,-13022
18.946563,292,-81,-13179
18.962188,308,-165,-13174
18.977813,251,-227,-13203
18.993438,367,-218,-13294
19.009063,346,-154,-13117
19.024688,228,-79,-13026
19.040313,301,-38,-13149
19.055938,255,-72,-13176
19.071563,160,-158,-13283
19.087310,260,-224,-13499
19.102935,257,-243,-13433
19.118560,214,-188,-13261
19.134185,305,-90,-13142
19.149810,267,-20,-12922
19.165435,235,-13,-12892
19.181060,333,-74,-13081
19.196685,283,-177,-13242
19.212310,239,-242,-13390
19.227935,292,-245,-13463
19.243560,242,-217,-13390
19.259185,207,-140,-13247
19.274810,228,-42,-13110
19.290435,235,-24,-13047
19.306060,248,-77,-13088
19.321685,246,-138,-13154
19.337310,267,-206,-13245
19.352935,323,-222,-13276
19.368560,292,-174,-13231
19.384185,251,-125,-13188
19.399810,276,-58,-13108
19.415435,257,-42,-13088
19.431060,237,-156,-13245
19.446685,224,-259,-13424
19.462310,216,-270,-13453
19.477935,223,-218,-13370
19.493560,223,-106,-13149
19.509185,239,14,-12917
19.524810,246,32,-12890
19.540435,292,-77,-13036
19.556060,323,-174,-13256
19.571685,210,-227,-13129
19.587310,241,-56,-13013
19.602935,378,-120,-13267
19.618560,216,-936,-13235
19.634185,76,-367,-13142
19.649810,287,883,-13038
19.665435,451,280,-12990
19.681060,242,-142,-13386
19.696685,-11,-93,-13758
19.712310,-4,-531,-13924
19.727935,24,62,-13786
19.743560,298,-663,-13399
19.759185,367,-779,-12590
19.774810,-240,2462,-11869
19.790435,-95,1358,-12617
19.806060,467,-1024,-13570
19.821685,201,241,-13749
19.837310,-359,828,-14290
19.852935,-513,969,-14322
19.868560,-84,1149,-13367
19.884185,-229,1401,-13342
19.899810,160,1424,-12995
19.915435,662,1987,-11681
19.931060,-2023,3808,-13304
19.946685,-3295,7618,-15763
19.962310,-179,9372,-15474
19.977935,1219,5838,-14638
19.993560,655,5790,-14802
20.009185,1198,8472,-15459
20.024810,1474,6374,-13240
20.040435,2189,3454,-10292
20.056060,3460,3313,-10269
20.071685,3581,5395,-11238
20.087188,3226,8916,-12978
20.102813,3501,8254,-12895
20.118438,4726,5170,-11912
20.134063,6470,5792,-12881
20.149688,7711,6608,-12595
20.165313,7968,5667,-11001
20.180938,7643,4854,-10373
20.196563,6986,3685,-9889
20.212188,6458,2481,-8721
20.227813,6524,2026,-7455
20.243438,5722,3022,-8060
20.259063,5206,4378,-9789
20.274688,7481,2894,-9105
20.290313,9138,721,-7755
20.305938,8725,-149,-7519
20.321563,8602,839,-8694
20.337188,8279,2785,-9239
20.352813,7222,1578,-6039
20.368438,7666,1915,-6587
20.384063,9263,4251,-9844
20.399688,8827,3065,-8389
20.415313,7909,2039,-7228
20.430938,8288,2980,-8119
20.446563,8602,3574,-8496
20.462188,8763,3285,-8380
20.477813,9022,2915,-8276
20.493438,9373,3113,-8348
20.509063,9107,3538,-8160
20.524688,8220,3476,-7742
20.540313,8359,3081,-7594
20.555938,9047,3006,-7846
20.571563,9179,3288,-8198
20.587188,9132,3801,-8487
20.602813,9148,4035,-8755
20.618438,9261,3879,-8774
20.634063,9241,3081,-7987
20.649688,9281,1812,-6948
20.665313,9561,1581,-6785
20.680938,10093,2403,-7476
20.696563,10704,3319,-8373
20.712188,10777,3879,-8914
20.727813,10338,4012,-8999
20.743438,9797,3920,-8810
20.759063,9936,3717,-8496
20.774688,8672,3617,-8039
20.790313,7566,3269,-7848
20.805938,10066,3174,-8398
20.821563,10488,3304,-8189
20.837188,8566,3365,-7573
20.852813,9432,3662,-8433
20.868438,10280,2819,-8489
20.884063,9204,2647,-7637
20.899688,9606,3676,-8105
20.915313,10530,3499,-8233
20.930938,9781,3133,-7801
20.946563,9631,3333,-8144
20.962188,10209,3890,-8396
20.977813,9754,4349,-8242
20.993438,9207,4113,-8275
21.009063,9500,3799,-8083
21.024688,9434,3738,-7625
21.040313,9198,3554,-7696
21.055938,9463,3238,-8060
21.071563,9336,3279,-8069
21.087188,9181,3724,-8282
21.102813,9564,4301,-8851
21.118438,9602,4660,-8924
21.134063,9248,4235,-8546
21.149688,9134,3483,-8148
21.165313,8995,3283,-7928
21.180938,9147,3724,-8267
21.196563,9822,4240,-8642
21.212188,9939,4444,-8639
21.227813,9548,4642,-8699
21.243438,9466,4665,-8721
21.259063,9286,4358,-8355
21.274688,8754,4395,-7973
21.290313,8652,4342,-7892
21.305938,8961,4142,-7984
21.321563,9072,4578,-8257
21.337188,9191,5099,-8551
21.352813,9273,5436,-8774
21.368438,9182,5585,-8983
21.384063,9304,5444,-8883
21.399688,9581,5442,-8587
21.415313,9766,5258,-8237
21.430938,9481,5283,-7576
21.446563,8622,5913,-7578
21.462188,7959,5881,-8219
21.477813,7516,5854,-8073
21.493438,7768,6033,-7810
21.509063,8352,5815,-7814
21.524688,7888,5997,-7650
21.540313,7627,6281,-7809
21.555938,8350,6452,-8071
21.571563,8656,6677,-8028
21.587188,8429,6720,-7846
21.602813,8052,6609,-7478
21.618438,7129,6665,-7051
21.634063,6479,6872,-7039
21.649688,7154,7156,-7551
21.665313,8093,7638,-7885
21.680938,7958,7631,-7648
21.696563,7784,7708,-7444
21.712188,7565,8599,-7517
21.727813,6786,8895,-7760
21.743438,6947,8582,-7619
21.759063,7049,8525,-6905
21.774688,6451,8541,-6796
21.790313,6136,8497,-6841
21.805938,5940,8554,-6653
21.821563,6276,8972,-7184
; 21 stopping logging: shutdown: switched off
